"id_loan","CurrentBalance","loan_age","delq_sts","Margin","countLatePayment","RefinanceRateRelativity","RealGDP","ChangeUnemploymentRate","CurrentLCV","fico","flag_fthb","cd_msa","mi_pct","cnt_units","occpy_sts","cltv","dti","orig_upb","ltv","int_rt","channel","ppmt_pnlty","prod_type","st","prop_type","loan_purpose","orig_loan_term","cnt_borr","flag_sc","customerFeedback","Churn","ZIP","Latitude","Longitude"
"F101Q2268727","249381.7","17","0","1.3250000000000002","0","-1.554213143586197","0.3","0.20000000000000018","2098.513151875","636","N","36740","30","1","P","95","45","253000","95","7.875","T","N","FRM","FL","PU","P","360","1","NA","","Yes","32801","28.541774","-81.374351"
"F100Q2127248","97077.58","7","0","0.9500000000000002","0","-0.7659603617763437","-1.1","0.30000000000000027","299.26975083333326","620","9","42644","0","1","P","75","28","98000","75","8.5","T","N","FRM","WA","SF","C","360","2","NA","","No","98101","47.610902","-122.336422"
"F102Q4010533","115327.54","13","0","-0.14999999999999947","2","-0.2273713080648463","2.3","-0.09999999999999964","-319.1181424999999","653","N","14060","0","1","P","80","51","117000","80","6.2","R","N","FRM","IL","SF","N","360","1","NA","","No","61701","40.476769","-88.992994"
"F104Q4021222","160155.52","75","0","-0.25","4","-1.0173340171702527","-1.5","-0.5","-9746.60916625","745","N","19740","0","1","P","66","42","188000","66","5.5","T","N","FRM","CO","SF","C","360","1","NA","i received a letter stating that the funds of been returned to my account however it did not reflect the balance and i ve been arguing this fact for over one year now and still a lot of not seen the money. on top of everything i went into a branch near my home and faxed somewhere around  pages providing documents of a contract and also ftc findings and fines of a court case against   with a $25.}  consumer address for violations and money paid out to the ftc as well. i have been through warden t","No","80101","39.36503","-104.01917"
"F115Q1162883","347179.43","12","4","-0.125","4","-0.03238119346312729","0.8","-0.09999999999999964","-1082.550602916667","660","N","16740","30","1","P","95","42","351000","95","4.125","C","N","FRM","NC","PU","P","360","2","NA","","Yes","28101","35.258099","-81.078063"
"F102Q4242551","182000","1","0","-0.3250000000000002","0","0.016888322977564485","2.1","0","-113.75","774","9","28020","0","1","S","50","30","182000","50","6.125","R","N","FRM","MI","SF","C","360","2","NA","","No","49001","42.264543","-85.561545"
"F106Q2023848","107734.39","22","0","0.47499999999999964","0","-0.6084269413309098","-2.7","0.20000000000000018","-664.7232193750003","799","N","23060","0","1","P","30","38","110000","30","6.625","R","N","FRM","IN","SF","N","360","2","NA","","No","46701","41.360791","-85.431238"
"F116Q3036347","198000","2","0","-0.8250000000000002","0","0.007646209658185299","3.1","-0.20000000000000018","-210.37500000000006","809","9","49020","0","1","P","62","31","198000","62","3.625","R","N","FRM","VA","PU","N","360","1","NA","","No","22601","39.174468","-78.173406"
"F101Q2072181","121000","2","1","0.8250000000000002","1","-1.2144836733367983","-1.3","0.39999999999999947","209.22916666666669","680","N","17820","18","1","P","97","26","121000","97","8.375","T","N","FRM","CO","SF","P","360","1","NA","i applied for request for payment assistance from  home resolved and was denied due to a processor  (  ) refusal to enter our financial information into the system so that it could be reviewed by an underwriter. i asked him on several occasions to please put our information into the system and he refused.","No","80801","39.73228","-103.101271"
"F101Q2204435","63466.57","9","0","-0.7750000000000004","0","-0.10632301514456177","3.7","0.20000000000000018","-359.180939375","707","N","24780","0","1","P","76","23","64000","76","6.875","T","N","FRM","NC","SF","C","360","1","NA","","No","28501","35.242318","-77.514151"
"F101Q2448729","114920.72","11","0","-0.7750000000000004","0","0.056164523818828194","2.2","0.09999999999999964","-800.3161504166667","761","N","30620","0","1","P","78","27","120000","78","6.875","R","N","FRM","OH","SF","P","360","2","NA","","No","45801","40.772863","-84.034098"
"F106Q1181004","391273.16","32","0","0.17499999999999982","0","0.01210177488516706","-8.2","0.9000000000000004","-7157.178528541667","754","N","22744","0","1","P","84","41","417000","58","6.125","T","N","FRM","FL","PU","C","360","1","NA","","No","33001","24.81713","-80.806001"
"F109Q2419020","246943.83","27","0","0.9000000000000004","0","-0.934836014286831","4.6","-0.40000000000000036","-1841.3833866666669","680","9","37964","0","1","P","66","38","255000","66","5.25","B","N","FRM","PA","SF","C","360","2","NA","","No","19001","40.125912","-75.125442"
"F109Q1105694","190726.05","18","0","-0.025000000000000355","0","-0.25230421048299156","2.7","-0.09999999999999964","-2199.8999708333336","730","N","39580","0","1","P","73","19","195000","73","5.125","C","N","FRM","NC","PU","N","360","1","NA","","No","27501","35.484941","-78.68457"
"F111Q3177563","76118.84","54","0","-0.375","0","0.2176188065368727","0.8","-0.09999999999999964","-2349.1200702083333","800","9","34980","0","1","P","40","33","101000","40","3.875","C","N","FRM","TN","PU","N","180","2","NA","","Yes","37101","36.060216","-87.629074"
"F105Q3360847","164204.15","7","0","-2.075","0","0.8924029989326714","1.2","-0.10000000000000053","-1825.6446760416668","772","N","39340","0","1","P","95","38","166000","80","5.375","T","N","FRM","UT","SF","P","360","2","NA","because of this entrapment i declared to  supervisor that we are not paying this fraudulent interest charge and be part of  conspiracy to defraud consumers. this rude supervisor  did not know that we recorded what transpired which exposes him as a liar.    --    time california.","No","84001","40.346686","-110.275956"
"F101Q2208631","225793.31","12","0","-0.40000000000000036","0","-0.19009011904432072","2.2","0.09999999999999964","-774.6540700000002","725","9","36540","0","1","P","80","26","228000","80","7.25","R","N","FRM","IA","SF","N","360","2","NA","","Yes","51501","41.227277","-95.878439"
"F101Q2438186","67158.05","72","0","0.34999999999999964","1","-1.3098271987954302","3.1","0","2580.207487916666","708","N","40140","0","1","I","69","43","72000","69","7.5","T","N","FRM","CA","SF","C","360","2","NA","","Yes","92501","33.99504","-117.373184"
"F113Q1206821","141703.83","10","0","-1.5499999999999998","0","0.8193015793957663","-1.2","-0.20000000000000018","-1707.0192479166667","788","9","39580","0","1","P","75","43","144000","75","3.5","R","N","FRM","NC","PU","N","360","2","NA","","No","27501","35.484941","-78.68457"
"F102Q4095583","167000","1","0","-0.2999999999999998","0","-0.06864394548524544","0.3","0.20000000000000018","-83.49999999999996","719","N","41740","0","1","P","50","46","167000","50","6.25","T","N","FRM","CA","SF","N","360","1","NA","","No","91901","32.808563","-116.710076"
"F107Q1154740","105644.74","25","0","0.17499999999999982","0","-1.2312589207795988","-0.5","1","-648.1125468750002","790","Y","49620","0","1","P","79","48","110000","79","6.125","T","N","FRM","PA","SF","P","360","1","NA","","Yes","17301","39.89524","-76.978971"
"F106Q3100975","113590.36","30","0","1.5499999999999998","0","-1.4204673146810283","-5.4","1.4000000000000004","1203.9016312499998","652","Y","19124","35","1","P","100","42","117000","100","7","T","N","FRM","TX","PU","P","360","2","NA","","No","75401","33.189002","-96.108829"
"F113Q3394046","372723.26","19","0","0.2999999999999998","1","-0.9513199036953592","2.6","-0.1999999999999993","81.45855333333358","775","N","12420","0","1","P","80","44","382000","80","4.75","C","N","FRM","TX","PU","P","360","1","NA","in  i requested  provide me information on how i can get rid of the monthly pmi charges. the letter indicated that  to cancel pmi based on the original value you must reach the required loan-to-value ( ltv ) ratio using  of the options listed below.  i ve learned that     which is listed as the company receiving the additional unnecessary $170.} in pmi funds i am paying on a monthly basis is affiliated with  so of course the company wo nt remove the pmi","Yes","78701","30.270569","-97.742589"
"F107Q2162215","202247.9","82","0","1.0499999999999998","0","-1.5926637988470782","4","-0.5","9506.804036666666","764","N","35644","0","1","P","46","48","225000","46","6","R","N","FRM","NY","SF","C","360","1","NA","","No","10501","41.295608","-73.75849"
"F105Q3480536","99562.35","21","0","-1.5250000000000004","0","0.5651728012045698","3.1","0","-2717.241694166667","722","N","33460","0","1","P","45","999","106000","45","5.625","R","N","FRM","MN","SF","N","240","2","NA","","No","55401","44.984577","-93.269097"
"F108Q1051355","259853.94","39","0","0.20000000000000018","0","-0.9662790784791158","2.9","0.09999999999999964","-782.5403108333334","767","N","33460","12","1","P","85","21","272000","85","5.75","T","N","FRM","MN","SF","C","360","1","NA","your payment for the insurance and taxed are due in // and therefore the escrow account will be low which in turn causes a shortage and thus not only do you have to pay the escrow shortage the resolved also increases. the explanation seems beyond reason that the consumer must continue to have and increase in their resolved when it show only be the shortage from the escrow account that needs to be addressed.","No","55401","44.984577","-93.269097"
"F101Q2355530","160220.01","8","0","-0.9000000000000004","0","0.19767506320176764","3.7","0.20000000000000018","-924.6890875","739","9","NA","30","1","P","95","49","162000","95","6.75","T","N","FRM","MD","SF","N","360","1","NA","spent 2.5 hours on phone with customer svce. was told the charges will be waived and they will remove all finance and interest charges to bring me to a   balance. again absolutely nothing happened","No","20601","38.613372","-76.851612"
"F116Q1150799","141646.73","7","0","-0.9500000000000002","0","0.11783341983419149","3.1","-0.20000000000000018","-547.8453279166667","711","9","NA","6","1","P","84","36","145000","84","3.5","R","N","FRM","OH","SF","N","240","2","NA","","No","43701","39.96922","-81.991033"
"F112Q4228201","54438.15","43","0","0.02499999999999991","0","-0.08825104682667817","3.5","0","-1338.913406875","813","9","34740","0","1","I","80","33","58000","80","3.875","C","N","FRM","MI","SF","P","360","1","NA","","No","49401","42.975656","-85.939287"
"F107Q2010166","82288.11","35","0","0.15000000000000036","0","-1.026629853374586","3.9","-0.20000000000000107","-590.1230345833335","699","N","22900","0","1","P","74","39","86000","74","6","R","N","FRM","OK","SF","C","360","2","NA","","Yes","74901","35.367066","-94.441795"
"F102Q4160459","199000","5","0","-0.17499999999999982","0","0.10792222669770712","3.8","0.1999999999999993","-540.5625","767","N","22744","0","1","P","73","31","200000","73","5.875","T","N","FRM","FL","SF","P","360","1","NA","","Yes","33301","26.121323","-80.127909"
"F111Q3077265","74234.49","8","0","0.7000000000000002","0","-1.051147905576168","1.9","-0.10000000000000142","236.3301608333335","818","9","NA","0","1","P","35","41","75000","35","4.75","R","N","FRM","CA","SF","C","360","1","NA","i closed my account with  //. i received a call from a collection agency saying i now owe over $88.} which includes  charges of $25.} for late payment - plus interest.","Yes","95601","38.426699","-120.825717"
"F106Q2011905","227861.99","49","0","0.6500000000000004","0","-1.5468535467580287","3.9","-0.20000000000000107","551.6759795833328","673","N","36084","0","1","P","38","34","240000","38","6.5","R","N","FRM","CA","SF","C","360","2","NA","","No","94501","37.773793","-122.278115"
"F109Q1250432","152964.26","90","0","0.8999999999999999","0","-1.0247942444783327","3.5","0","-1250.0510708333331","750","N","41620","0","1","P","72","22","182000","72","4.75","R","N","FRM","UT","SF","C","360","2","NA","","No","84101","40.756383","-111.900062"
"F105Q1320382","269000","1","0","-1.5750000000000002","0","0.8005062861976961","2.1","-0.20000000000000018","-707.4375000000001","770","N","33460","0","1","P","62","46","270000","62","4.875","R","N","FRM","MN","SF","C","180","1","NA","the conditions of the offer stated a requirement that the consumer must spend at least $10.} on the debit card and make at least one bill payments in two consecutive months. i am happy to confirm that you successfully completed the requirements of your promotion . the reward miles can take up to 10 days to post to your account for redeeming","No","55101","44.951483","-93.090649"
"F101Q2097904","105746.73","25","0","0.5999999999999996","0","-1.7686231428806636","6.9","0","636.0154466666667","746","N","16300","30","1","P","95","35","112000","95","7.25","R","N","FRM","IA","SF","P","360","2","NA","","Yes","52401","41.975486","-91.659172"
"F104Q3139378","220000","1","0","-0.6749999999999998","0","0.19669085820208476","3.5","0","-265.83333333333337","747","N","31084","0","1","P","75","34","220000","75","5.875","T","N","FRM","CA","SF","C","360","2","NA","retailer s credit collection keeps calling claiming that i am late on my credit card payment even though both myself and the customer service department clearly see the marked the payment. i keep asking for a supervisor and get a real  attitude form the people helpfuling me to the point where i hang up in frustration. further more they keep sending my credit card to a bad address locking me out from making online payments and forcing me to go to the store to do so","No","90201","33.970343","-118.171368"
"F100Q4214146","248444.85","10","0","0.20000000000000018","0","-0.5221846342005785","-1.3","0.39999999999999947","124.09027999999995","697","9","16974","0","1","P","73","52","253000","73","7.75","R","N","FRM","IL","SF","C","360","1","NA","","No","60401","41.343966","-87.616389"
"F103Q3553405","191170.18","22","0","0.3250000000000002","0","-1.1930765331681084","3.4","-0.09999999999999964","1009.2454777083329","741","N","38060","12","1","P","85","999","195000","85","6.875","T","N","FRM","AZ","SF","P","360","1","NA","i closed an account with  with a  balance. i overdrafted an account i closed because of a fee they charge to keep my account open. then they preceded to call me twice a day to collect even after i told them to stop calling me to collect a debt they created","No","85301","33.535011","-112.181933"
"F111Q3224718","306277.99","10","0","-0.3500000000000001","0","0.20313908205841447","0.5","-0.1999999999999993","-1951.8343954166662","807","9","31084","0","1","P","50","48","320000","50","3.5","C","N","FRM","CA","SF","C","180","1","NA","","Yes","90701","33.8676","-118.080612"
"F112Q4151360","253548.83","24","0","-0.875","0","0.7253154907777635","2","-0.10000000000000053","-7751.635694375001","816","9","21660","0","1","P","80","35","294000","80","3.375","R","N","FRM","OR","SF","N","360","1","NA","","No","97401","44.067988","-123.080181"
"F102Q2257609","179000","2","0","0.625","0","-0.6824817430609507","2","-0.09999999999999964","279.6875","723","9","16974","0","1","P","65","59","179000","65","7.375","T","N","FRM","IL","SF","C","360","2","NA","","No","60501","41.780221","-87.823244"
"F106Q2078767","149000","6","0","-0.7000000000000002","1","0.2263591927132076","3.2","-0.1999999999999993","-844.3333333333335","677","N","42644","0","1","P","80","28","149000","80","6.25","R","N","FRM","WA","CO","P","360","2","NA","","Yes","98001","47.310617","-122.263291"
"F112Q1182117","103604.69","14","0","-0.25","0","-0.5348785598155881","0.8","-0.20000000000000018","-74.71809208333342","809","9","35614","0","1","P","38","17","110000","38","4","R","N","FRM","NY","CP","N","180","1","NA","","No","10001","40.750633","-73.997177"
"F104Q1083631","121213.29","62","0","-0.07500000000000018","0","-0.9812589207795988","-0.5","1","-5345.6660225000005","652","9","NA","12","1","P","84","34","137000","84","5.875","R","N","FRM","AK","SF","N","360","2","NA","","No","99501","61.220018","-149.855702"
"F110Q1040508","415000","2","0","-0.8499999999999996","0","-0.046853546758028664","3.9","-0.20000000000000107","-883.2916666666663","720","Y","16974","0","1","P","75","50","417000","75","5","R","N","FRM","IL","SF","P","360","1","NA","","Yes","60601","41.88531","-87.622116"
"F107Q2225552","243369.43","57","0","2.325","1","-2.6394496376936023","1.9","-0.10000000000000142","8008.093637291667","745","N","48300","0","1","P","95","46","264000","80","6.375","T","N","FRM","WA","SF","P","360","1","NA","recently i have had several thousands dollars wired from outside acct into my bank checking acct. it is such a ridiculous policy to punish its own customer to put $ $ to his account. that explains again why performance","Yes","98801","47.423594","-120.336633"
"F107Q2133007","118000","6","0","0.5999999999999996","0","-0.36277486764465827","-2.7","0.20000000000000018","-0.5833333333334192","699","N","NA","0","1","P","70","47","119000","70","6.75","R","N","FRM","WI","SF","C","360","2","NA","","Yes","54701","44.751984","-91.514998"
"F107Q4205003","128275.8","17","0","-0.20000000000000018","0","-0.8929706957846619","-0.5","1","-553.5546158333334","804","N","11540","0","1","P","55","43","131000","55","5.75","T","N","FRM","WI","SF","N","360","2","NA","","Yes","54901","44.062759","-88.535773"
"F103Q2384214","198608.41","7","0","-1.0999999999999996","0","0.7529873487652612","2.3","-0.09999999999999964","-1711.8910425000001","778","N","31084","0","1","P","62","16","200000","62","5.25","T","N","FRM","CA","SF","C","360","2","NA","","Yes","90701","33.8676","-118.080612"
"F103Q3280003","129663.09","10","0","-1.7000000000000002","0","0.34350560540439723","3","-0.10000000000000053","-1673.521819166667","733","9","33340","0","1","P","78","30","131000","78","5.25","R","N","FRM","WI","SF","N","360","2","NA","","No","53001","43.607877","-88.055245"
"F102Q1338834","75147.69","7","0","0.3250000000000002","0","-0.554213143586197","0.3","0.20000000000000018","-83.14750062500008","529","N","NA","0","1","P","80","52","76000","80","6.875","T","N","FRM","GA","SF","P","360","1","NA","","No","31801","32.519338","-84.594755"
"F102Q3254931","301000","2","0","0.20000000000000018","0","-0.429213143586197","0.3","0.20000000000000018","100.33333333333343","669","9","47894","0","1","P","48","28","301000","48","6.75","T","N","FRM","VA","SF","N","360","1","NA","","Yes","22101","38.940203","-77.164882"
"F116Q2010833","198000","0","0","0.4500000000000002","0","-0.6380206596217155","1.4","0","74.25000000000003","712","9","NA","0","2","I","50","37","198000","50","4.5","R","N","FRM","CA","SF","N","360","1","NA","","No","90001","33.974027","-118.249509"
"F104Q3056300","291000","4","0","-0.5499999999999998","0","-0.17957678920516873","3.5","0","-716.4583333333335","747","N","23420","0","1","P","80","50","292000","80","6","T","N","FRM","CA","SF","P","360","2","NA","","Yes","93701","36.749661","-119.787685"
"F101Q2331282","149000","3","0","-0.7999999999999998","0","0.4778153657994215","-1.3","0.39999999999999947","-423.66666666666663","741","9","26980","0","1","P","70","18","150000","70","6.75","T","N","FRM","IA","SF","N","360","2","NA","today when i received my mail i opened it and i saw  interest charge  for the amount of $210.} then i called their customer service department to try to remove that interest charge because i m not or was not aware of such  interest charge  i spoke with a lady name .i asked her to give me some type of identification as her employee id or last name she said she ca nt provide to me she says she is part of a management team from tennessee her team id is # . this lady instead to assist me she tried t","No","52301","41.788511","-92.082501"
"F109Q1001818","199000","5","0","-1.5499999999999998","0","0.3088261031267434","1.3","0.29999999999999893","-1294.2916666666667","783","9","NA","0","1","P","74","12","200000","74","4.5","R","N","FRM","GA","SF","N","360","2","NA","// we received a notice from  that our life insurance was cancelled due to nonpaymnent for 6 months from . she has no quality of life and this situation has not helpfuled it at all. the way i see it since the life insurance has nt been paid since // and it was cancelled //  now owes me 5 months  worth of life insurance payments in the amount of $1.}","Yes","31701","31.552695","-84.159214"
"F109Q4198097","416000","3","0","-0.7249999999999996","0","-0.1516298533745859","3.9","-0.20000000000000107","-1318.1875000000002","784","9","12580","0","1","P","74","24","417000","74","5.125","R","N","FRM","MD","SF","C","360","2","NA","","No","21001","39.503056","-76.202096"
"F103Q3479918","102142.82","18","0","-0.20000000000000018","0","-0.627982400546923","2.1","-0.20000000000000018","-609.9163925000003","713","Y","46060","0","1","P","93","20","104000","80","6.25","T","N","FRM","AZ","SF","P","360","2","NA","so rather than paying the installment amount of $25.} i paid the full outstanding balance. this payment was received by home depot on   representing payment in full. i believe this charge is unfair and abusive","No","85701","32.216958","-110.970999"
"F111Q1006296","206000","6","0","-0.25","0","0.07662004383075427","0.8","-0.09999999999999964","-1062.75","699","9","12580","0","1","P","76","34","208000","76","4.5","C","N","FRM","MD","CO","N","360","2","NA","","No","21401","38.98775","-76.5528"
"F105Q2134699","220000","3","0","-0.2999999999999998","0","-0.6352079861365079","3.4","-0.09999999999999964","-202.08333333333326","773","N","38060","30","1","S","95","33","221000","95","6.25","T","N","FRM","AZ","PU","P","360","1","NA","","Yes","85201","33.433545","-111.8504"
"F106Q1305785","131151.93","25","0","0.15000000000000036","0","-0.554928295150253","2","0.2999999999999998","-1213.5534745833336","618","N","44420","0","1","P","72","31","136000","72","6.5","R","N","FRM","VA","SF","C","300","1","NA","","No","22901","38.087705","-78.552744"
"F103Q1136167","114167.1","7","0","-0.7750000000000004","0","-0.19498460643792992","4.8","-0.2999999999999998","-400.6704187500001","783","9","33460","0","1","P","72","22","115000","70","5.875","R","N","FRM","MN","SF","N","360","1","NA","this claim is related to the complaint i filed against  . instead of placing the loan in forbearance and removing all the negative damage they had done to my credit as requested they listed it as a charge off. unbelievable","No","55301","45.248559","-93.65982"
"F109Q1380521","217215.66","33","0","0.27500000000000036","0","-0.7510640706313794","2.7","-0.29999999999999893","-5484.195538958333","760","9","12580","0","1","P","70","52","228000","70","4.625","C","N","FRM","MD","SF","C","360","1","NA","","Yes","21001","39.503056","-76.202096"
"F113Q2356089","193320.82","32","0","-1.375","0","1.1746925883760984","0.8","-0.09999999999999964","-10367.996678333333","674","9","34980","0","1","P","45","32","228000","45","2.875","C","N","FRM","TN","SF","C","180","1","NA","","No","37201","36.166001","-86.777305"
"F107Q4111693","148894.41","8","0","0.15000000000000036","0","-0.06299393374325835","-1.9","0.7000000000000002","243.11620625000018","742","9","33460","0","1","P","79","20","150000","79","6.5","R","N","FRM","WI","SF","C","360","2","NA","","No","54001","45.33433","-92.386607"
"F104Q1160848","300821.48","54","0","-0.07500000000000018","0","0.6648048415522227","-8.2","0.9000000000000004","-12689.243068541668","730","N","13644","0","1","P","65","19","321000","65","5.875","R","N","FRM","MD","SF","C","360","2","NA","","No","20901","39.021495","-77.009779"
"F105Q2366521","141124.09","66","0","-0.375","0","-0.6532634731413713","2.5","0","-14989.435870625","710","N","31460","0","1","P","70","47","200000","70","4.875","R","N","FRM","CA","SF","C","180","2","NA","","No","93601","37.393471","-119.741037"
"F101Q4320678","68507.55","17","0","0.5750000000000002","0","-0.7849370989167239","3.8","0.1999999999999993","-240.38463583333345","752","N","NA","0","1","P","66","11","71000","66","6.625","R","N","FRM","IL","SF","N","360","2","NA","","Yes","62901","37.739004","-89.209109"
"F101Q1142008","200000","4","0","-0.2999999999999998","0","-0.028361395468659012","-1.3","0.39999999999999947","-351.49999999999994","765","9","41740","0","1","P","52","18","201000","52","7.25","T","N","FRM","CA","SF","N","360","2","NA","","Yes","92101","32.724103","-117.170912"
"F116Q1018151","297000","6","0","0.5249999999999999","0","-0.5882510468266782","3.5","0","564.0208333333334","778","Y","19740","30","1","P","93","36","299000","93","4.375","B","N","FRM","CO","SF","P","360","1","NA","without any notice my online access to my  account and to make  resolved payments online were suspended and removed any access to make online payments. this problems have been happening for the last four months. someone needs to clarify this","No","80101","39.36503","-104.01917"
"F101Q2356664","136888.67","56","0","0.17499999999999982","4","-0.8835635672474105","4.9","-0.2999999999999998","2039.635157708333","652","N","24340","0","1","P","68","43","145000","68","7.125","T","N","FRM","MI","CO","P","360","2","NA","","No","49301","42.973443","-85.476998"
"F105Q4103275","106747.05","11","0","-1.0750000000000002","0","0.778195552711261","3.2","-0.1999999999999993","-1350.7103108333333","809","N","48900","0","1","P","39","15","108000","39","5.875","T","N","FRM","NC","SF","C","360","2","NA","","No","28401","34.272145","-77.962018"
"F115Q2169875","371551.33","16","0","-0.10000000000000009","0","-0.024794244478332672","3.5","0","-2705.4194533333334","780","N","41180","30","1","P","95","42","381000","95","3.75","C","N","FRM","MO","SF","P","360","2","NA","","No","63101","38.631558","-90.19261"
"F110Q2183937","120313.38","19","0","1.5250000000000004","0","-1.9681508553807476","2.7","-0.29999999999999893","1657.394663125","671","N","16220","0","1","P","80","32","123000","80","5.875","R","N","FRM","WY","SF","C","360","1","NA","our bank  said we did nt but could apply for a loan modification which should take 21 days. our loan has a corrected rate of 4.125 % and we are not behind on payments but both of us are now on  - financial hardship. is there grounds to check into a legal case against ? we do not want  to be contacted unless our rights have been violated","No","82601","43.05894","-106.439816"
"F108Q3018517","124000","1","0","-0.22499999999999964","0","0.31200606625674165","-1.9","0.7000000000000002","-46.49999999999992","804","N","14020","0","1","S","80","9","124000","80","6.125","C","N","FRM","IN","SF","P","360","1","NA","i was told i can not receive any further forbearances and i must pay by   . this person was trying to see if my being in     may helpful get an in-school deferment but she thought not. it seems  wants me to default on the loans!   university     va","No","47401","39.102306","-86.442835"
"F102Q3051004","67851.8","33","0","0.17499999999999982","0","-0.9494937138023039","2.1","-0.20000000000000018","136.81855083333315","742","N","NA","0","1","P","37","19","71000","37","6.625","R","N","FRM","MD","PU","P","360","2","NA","","No","20601","38.613372","-76.851612"
"F102Q1242888","97712","46","0","0.04999999999999982","0","-0.7585635672474105","4.9","-0.2999999999999998","1341.736639583333","742","N","NA","25","1","P","86","29","105000","86","7","T","N","FRM","NC","SF","C","360","1","NA","","No","28101","35.258099","-81.078063"
"F116Q2085068","156000","6","0","-1.0750000000000002","0","0.2428334198341915","3.1","-0.20000000000000018","-648.5833333333334","770","9","36260","0","1","P","45","29","161000","45","3.375","B","N","FRM","UT","SF","N","180","2","NA","","No","84001","40.346686","-110.275956"
"F104Q1200818","312704.86","25","0","-1.7000000000000002","0","0.5174029989326714","1.2","-0.10000000000000053","-6920.440900833334","765","N","28140","0","1","P","80","28","322000","80","5.75","T","N","FRM","MO","SF","P","360","2","NA","has made countless errors with my account in the past year. they have double billed me failed to get back to me when they promise to respond within 24 hours they switched my account without asking me they sent my cards in the wrong name and to the wrong addresses. i asked them to waive the $85.} annual fee and they are very nasty about it threatening me instead of waiving it after all of the fines and fees they have cost me with their errors and incompetence","No","64101","39.103463","-94.600614"
"F100Q4097918","234000","2","0","-0.04999999999999982","0","0.23403963822365625","-1.1","0.30000000000000027","-127.25000000000007","670","Y","42020","0","1","P","80","45","235000","80","7.5","T","N","FRM","CA","SF","P","360","2","NA","last year around  we received notice ( a postcard ) that we were included in this settlement did not have to fill anything out. we then received a confirmation of this in  that it would be completely settled in  - never heard of it again. we would like to know the status of this please","Yes","93401","35.23575","-120.615973"
"F100Q3132382","213778.22","14","0","0.5250000000000004","0","-1.109239614230252","1.1","0.7000000000000002","602.6175997916666","685","Y","42644","25","1","P","90","30","216000","90","7.875","T","N","FRM","WA","SF","P","360","2","NA","","Yes","98001","47.310617","-122.263291"
"F114Q3222924","373000","1","0","-1.0499999999999998","0","0.7303510728310156","2.3","-0.39999999999999947","-653.6249999999999","690","9","42020","0","1","P","60","23","374000","60","3.5","R","N","FRM","CA","SF","C","180","2","NA","","No","93401","35.23575","-120.615973"
"F102Q1339801","129870.59","10","0","0.4249999999999998","0","-0.7630491795891832","2.1","0","-15.235366250000078","789","N","16974","0","1","P","75","36","131000","75","6.875","T","N","FRM","IL","SF","N","360","2","NA","","Yes","60301","41.888545","-87.798933"
"F101Q3126615","162189.86","13","0","0.4500000000000002","0","-0.5086632441117684","0.3","0.20000000000000018","-585.8881225000001","662","9","31084","0","1","P","77","43","164000","77","7","R","N","FRM","CA","SF","C","360","2","NA","","No","90001","33.974027","-118.249509"
"F105Q4237955","228498.9","73","0","2.0250000000000004","0","-2.4681508553807476","2.7","-0.29999999999999893","3811.0258047916664","784","N","45300","0","1","P","63","45","249000","63","6.375","R","N","FRM","FL","SF","P","360","2","NA","","Yes","34601","28.588628","-82.351186"
"F104Q2299004","204323.02","9","0","0.4249999999999998","0","-1.252982400546923","2.1","-0.20000000000000018","470.3014912499997","788","N","29820","0","1","P","80","999","206000","80","6.875","T","N","FRM","NV","PU","P","360","2","NA","","Yes","89101","36.172547","-115.122234"
"F107Q1131096","85880.3","18","0","0.7999999999999998","0","-0.21019515844777725","-8.2","0.9000000000000004","228.83517499999996","761","N","16700","0","1","P","76","41","87000","76","6.75","R","N","FRM","SC","PU","C","360","2","NA","","Yes","29401","32.77718","-79.932"
"F109Q4075182","171519.19","17","0","-0.04999999999999982","0","-0.7237051643483383","2.9","0.09999999999999964","-363.7323058333335","715","N","42220","0","1","I","70","33","175000","70","5.5","R","N","FRM","CA","SF","P","360","1","NA","is well known for extending  offers to customers to entice them into paying exorbitant checking account fees and ultimately dragging their feet on honoring the promotion while collecting more fees. i have asked to honor the  bonus but they have essentially told me to pound sand. i have closed my account to avoid further fees.","Yes","95401","38.449137","-122.793752"
"F115Q2106225","145142.82","10","0","0.07500000000000018","0","-0.2630206596217155","1.4","0","-302.484673125","698","N","40980","30","1","P","95","35","147000","95","4.125","R","N","FRM","MI","SF","P","360","1","NA","","No","48601","43.405947","-83.893998"
"F101Q4331436","117519.07","18","0","-0.025000000000000355","0","-0.8699019616272787","6.9","0","-410.4261345833336","739","N","33460","0","1","P","78","8","120000","78","6.625","T","N","FRM","MN","SF","C","360","2","NA","","No","55301","45.248559","-93.65982"
"F109Q3139094","213000","3","0","-1.0750000000000002","0","0.10671823690049465","3.9","0.3000000000000007","-786.6250000000001","765","Y","17900","0","1","P","80","28","216000","80","4.875","R","N","FRM","SC","SF","P","360","1","NA","then then charge me  late fees and ultimately reported the account as delinquent to the  credit company which brought down my credit score and caused me to be denied a loan. i had to pay over $1.} in late fees and it ruined my credit score cost me a car loan and took hours out of my life trying to get it resolved. if they had sent me a bill i would have paid it but i had no idea there was an outstanding balance because they did not notify me","No","29101","34.460212","-80.247195"
